rusamarts@aol.com	rusamarts@aol.com	X
beforehand	beforehand	ADV
rodent	rodent	NOUN
wriggle	wriggle	NOUN
http://www.small-business-software.net/unique-selling-proposition.htm	http://www.small-business-software.net/unique-selling-proposition.htm	X
sharpest	sharpest	ADJ
revolt	revolted	VERB
semiautomatic	semiautomatic	ADJ
humankind	humankind	NOUN
equistar	equistar	PROPN
high-a	high-a	PROPN
kelvin	kelvin	PROPN
grimy	grimy	ADJ
stage-manage	stage-managed	VERB
clicker	clicker	NOUN
unforgivable	unforgivable	ADJ
sardine	sardine	NOUN
tintman	tintman	PROPN
hermeticism	hermeticism	PROPN
vernacular	vernacular	ADJ
avvo	avvo	PROPN
xvii	xvii	NUM
burckhardt	burckhardt	PROPN
2005-981	2005-981	SYM
eaves	eaves	NOUN
enrich	enrich	VERB
internally	internally	ADV
sugred	sugred	ADJ
11-year	11-year	ADJ
blueprint	blueprints	NOUN
greenwood	greenwood	PROPN
emmy	emmy	PROPN
1818	1818	NUM
linchpin	linchpin	NOUN
moorland	moorland	NOUN
immigeration	immigeration	NOUN
http://i.imgur.com/t2zff.jpg	http://i.imgur.com/t2zff.jpg	X
d-day	d-day	PROPN
paganism	paganism	PROPN
armature	armatures	NOUN
contested	contested	ADJ
enrich	enriched	VERB
nephew	nephews	NOUN
transbay	transbay	PROPN
mutate	mutated	VERB
tenpound	tenpound	NOUN
deprave	depraved	VERB
scada	scada	NOUN
taint	taint	NOUN
pritzker	pritzker	PROPN
passy	passy	PROPN
attentive	attentively	ADV
barre	barre	NOUN
admiral	admirals	NOUN
bishop	bishop	PROPN
adpl	adpl	PROPN
agenda	agendas	NOUN
mess-room	mess-room	NOUN
galleon	galleons	NOUN
1483	1483	NUM
milkshake	milkshakes	NOUN
inhaler	inhaler	NOUN
lyrical	lyrical	ADJ
consecutive	consecutive	ADJ
platitude	platitudes	NOUN
(collapsible|expandable)	(collapsible|expandable)	ADJ
raffle	raffles	NOUN
legion	legions	NOUN
281-518-1081	281-518-1081	NUM
20'	20's	NOUN
pasejo	pasejo	PROPN
aeroméxico	aeroméxico	PROPN
gummibear	gummibear	PROPN
yudhoyono	yudhoyono	PROPN
railway-truck	railway-truck	NOUN
turano	turano	PROPN
je	j'	X
lasp	lasping	VERB
redvers	redvers	PROPN
twenty-thousand-dollar	twenty-thousand-dollar	NOUN
dente	dente	X
earn	earning	VERB
conjunct	conjunct	ADJ
dm	dm	VERB
reestablish	reestablish	VERB
http://www.utrechtart.com/craft-supplies/woodworking%20supplies/	http://www.utrechtart.com/craft-supplies/woodworking%20supplies/	X
interrogation	interrogation	NOUN
best	bast	ADJ
dabble	dabbling	VERB
amend	amends	VERB
hemisphere	hemispheres	NOUN
8000	8000	NUM
kiyani	kiyani	PROPN
mindset	mindset	NOUN
infield	infield	NOUN
compliment	complimented	VERB
cause	cos	SCONJ
flirt	flirts	NOUN
!?!?!	!?!?!	PUNCT
gourmet	gourmet	NOUN
audacity	audacity	NOUN
deploying	deploying	VERB
wiser	wiser	ADJ
destroyer	destroyer	NOUN
microbe	microbes	NOUN
sea-going	sea-going	ADJ
findin	findin	VERB
apathetic	apathetic	ADJ
reichenbach	reichenbach	PROPN
4.319	4.319	NUM
diner	diners	NOUN
upset	upsets	VERB
freighter	freighters	PROPN
endow	endowed	VERB
demoralization	demoralization	NOUN
10:57:32	10:57:32	NUM
ethic	ethics	NOUN
boemer	boemer	PROPN
cadmium	cadmium	NOUN
gentle	gentel	ADJ
trove	trove	NOUN
dismantle	dismantle	VERB
ego	egos	NOUN
pomp	pomp	NOUN
cologne	cologne	PROPN
mjmcdermott@hotmail.com	mjmcdermott@hotmail.com	X
mitten	mitten	PROPN
dmetcalfe@cullenanddykman.com	dmetcalfe@cullenanddykman.com	X
saltwater	saltwater	NOUN
unconfirmed	unconfirmed	ADJ
undermine	undermines	VERB
401.3	401.3	NUM
.2	.2	NUM
allergy	allergies	NOUN
genealogy	genealogy	NOUN
employee+id	employeeid	NOUN
billion-year-contract	billion-year-contract	NOUN
order	orderd	VERB
shovel	shovelling	VERB
personage	personage	NOUN
climax	climaxed	VERB
impartially	impartially	ADV
haul	haul	VERB
washing-up	washing-up	NOUN
80,000	80,000	NUM
volunteering	volunteering	NOUN
sweater	sweaters	NOUN
;d	;d	SYM
reverse	reverse	NOUN
dems	dems	PROPN
lind	lind	PROPN
misto	misto	NOUN
stool	stool	NOUN
melbourne	melbourne	PROPN
yelp	yelp	PROPN
uterine	uterine	NOUN
politti	politti	PROPN
compulsory	compulsory	ADJ
diane	diane	PROPN
disperse	disperses	VERB
streak	streaks	NOUN
dior	dior	NOUN
bayley	bayleys'	PROPN
rugby	rugby	NOUN
4000	4,000	NUM
half-brother	half-brothers	NOUN
corroborate	corroborate	VERB
02:45:50	02:45:50	NUM
guz	guz	VERB
ey4106.7	ey4106.7	NOUN
erebus	erebus	PROPN
apocryphal	apocryphal	ADJ
involvement	involvements	NOUN
mannino	mannino	PROPN
boe	boe	PROPN
noninfringement	noninfringement	NOUN
outperform	outperformed	VERB
grapple	grappling	VERB
raincoat	raincoats	NOUN
conv_050815c_03.10	conv_050815c_03.10	PROPN
nihad	nihad	PROPN
yasim	yasim	PROPN
http://www.usatoday.com/tech/science/space/2005-03-09-nasa-search_x.htm?csp=34	http://www.usatoday.com/tech/science/space/2005-03-09-nasa-search_x.htm?csp=34	X
woolly	woollies	NOUN
throwback	throwback	NOUN
bach	bach	PROPN
explicit	explicit	ADJ
hatch	hatched	VERB
http://www.disinfo.com/archive/pages/dossier/id334/pg1/	http://www.disinfo.com/archive/pages/dossier/id334/pg1/	X
dealership	dealship	NOUN
metcalfe	metcalfe	PROPN
station-yard	station-yard	NOUN
11/29/00	11/29/00	NUM
byzantium	byzantium	PROPN
baathist	baathist	PROPN
hallmark	hallmarks	NOUN
insurgency	insurgencies	NOUN
headley	headley	PROPN
acquaintance	acquaintance	NOUN
hing	hing	PROPN
forge	forging	VERB
elimination	elimination	PROPN
mangold	mangold	PROPN
h-0045/99	h-0045/99	NUM
45r.p.m.	45r.p.m.	NOUN
http://www.romancescam.com/forum/viewtopic.php?t=7231	http://www.romancescam.com/forum/viewtopic.php?t=7231	X
ashkenazi	ashkenazi	PROPN
kazimir	kazimir	PROPN
fingerprint	fingerprints	NOUN
physiotherapist	physiotherapists	NOUN
harkat	harkat	PROPN
cafasso	cafasso	PROPN
pommereul	pommereul	PROPN
urethra	urethra	NOUN
saad	saad	PROPN
tackett	tackett	PROPN
typify	typifies	VERB
totalitarian	totalitarian	ADJ
maglev	maglev	NOUN
blimey	blimey	INTJ
optimum	optimum	ADJ
opossum	opossum	NOUN
rep.	rep.	PROPN
forestry	forestry	NOUN
deeping	deeping	VERB
avai'o'vuna	avai'o'vuna	PROPN
odc	.odc	X
mossy	mossy	ADJ
ebor	ebor	PROPN
sevil	sevil	PROPN
carcass	carcass	NOUN
empire	empires	NOUN
blindfolded	blindfolded	VERB
entangle	entangled	VERB
excellent	excellant	ADJ
rightfully	rightfully	ADV
cheerlead	cheerleading	VERB
frame-semantic	frame-semantic	ADJ
shampoo	shampoo	NOUN
statuette	statuettes	NOUN
dot-com	dot-com	ADJ
schoolmate	schoolmates	NOUN
flute	fluted	ADJ
undernourishment	undernourishment	NOUN
mechanical	mechanical	ADJ
philipe	philipe	PROPN
ibn	ibn	PROPN
quit	quitted	VERB
chime	chimed	VERB
___________________________________________	___________________________________________	SYM
tread	tread	VERB
http://www.droidforums.net/forum/droid-news/181335-ereader-tablet-comparison-b-n-nook-tablet-b-n-nook-color-kindle-fire-htc-flyer.html	http://www.droidforums.net/forum/droid-news/181335-ereader-tablet-comparison-b-n-nook-tablet-b-n-nook-color-kindle-fire-htc-flyer.html	X
nonjudgmental	nonjudgmental	ADJ
polisher	polisher	NOUN
tadirah	tadirah	PROPN
chander	chander	PROPN
pepperoni	pepperoni	NOUN
simmer	simmering	VERB
unformatted	unformatted	ADJ
static	static	ADJ
premadasa	premadasa	PROPN
bastille	bastille	PROPN
kind-faced	kind-faced	ADJ
stirrup	stirrups	NOUN
familia	familia	NOUN
ewww	ewww	INTJ
smash	smashed	VERB
scriptural	scriptural	ADJ
international	internationals	NOUN
fade	fade	VERB
http://www.collectinghistory.net/chernobyl/	http://www.collectinghistory.net/chernobyl/	X
cannistaro	cannistaro	PROPN
crumble	crumbling	VERB
deli	delis	NOUN
darkroom	darkroom	NOUN
mid-80	mid-80s	NOUN
prescriptive	prescriptive	ADJ
bereaved	bereaved	ADJ
googlezon	googlezon	PROPN
hayat	hayat	PROPN
bjórr	bjórr	NOUN
methylene	methylene	PROPN
xsd	.xsd	NOUN
author	authored	VERB
21/03/2001	21/03/2001	NUM
review	reiew	NOUN
contingency	contingencies	NOUN
methodical	methodical	ADJ
nco	nco	PROPN
.292	.292	NUM
jake	jake	PROPN
sneak	sneaks	VERB
niche	niche	NOUN
shaukat	shaukat	PROPN
hca	hca	NOUN
lan	lan	PROPN
admonish	admonished	VERB
manakau	manakau	PROPN
paramount	paramount	PROPN
barthes	barthes	PROPN
febuary	febuary	PROPN
363-0555	363-0555	NUM
2500	2500	NUM
cpm	cpm	PROPN
roadway	roadway	NOUN
mos	mos	X
brumation	brumation	NOUN
lyvet	lyvet	PROPN
cotillion	cotillion	PROPN
induct	inducted	VERB
irrigation	irrigation	PROPN
rhee	rhee	PROPN
caesarians	caesarians	PROPN
mathias	mathias	PROPN
buzzmachine	buzzmachine	PROPN
synodis	synodis	PROPN
20.00	20.00	NUM
solemnity	solemnity	NOUN
conf	conf	NOUN
artificially	artificially	ADV
impotent	impotent	ADJ
http://www.infoukes.com/history/chornobyl/gregorovich/index.html	http://www.infoukes.com/history/chornobyl/gregorovich/index.html	X
mundim	mundim	PROPN
mobilisation	mobilisation	NOUN
t-test	t-test	NOUN
evacuation	evacuations	NOUN
12'	12's	NOUN
medal	medals	NOUN
all-ncaa	all-ncaa	PROPN
justine	justine	PROPN
degeneration	degeneration	PROPN
l'eau	l'eau	PROPN
wd	wd	PROPN
preoccupy	preoccupy	VERB
pigment	pigment	NOUN
splendour	splendour	NOUN
child-bearing	child-bearing	ADJ
emphemeral	emphemeral	ADJ
reassemble	reassemble	VERB
mc.	mc.	PROPN
retransmission	retransmission	NOUN
numismatic	numismatic	ADJ
wensday	wensday	PROPN
arterials	arterials	NOUN
cannibal	cannibals	NOUN
tomato	tomatos	NOUN
sahhaf	sahhaf	PROPN
chonawee	chonawee	PROPN
pardon	pardoned	VERB
multiply	multiplied	VERB
practice	practiced	VERB
virile	virile	ADJ
mutation-based	mutation-based	ADJ
festivity	festivities	NOUN
investment-starved	investment-starved	VERB
proliferate	proliferate	VERB
ore	ores	NOUN
fox	foxes	NOUN
toothy	toothy	ADJ
mormon	mormon	ADJ
withstand	withstanding	VERB
breathless	breathless	ADJ
calvin	calvin	PROPN
salatim	salatim	NOUN
pamphlet	pamphlets	NOUN
ey4096.4	ey4096.4	NOUN
moll	moll	NOUN
maroto	maroto	PROPN
bonaire	bonaire	PROPN
course	coursed	VERB
non-magical	non-magical	ADJ
mourir	mourir	X
http://www.caribbean-cruising.net	http://www.caribbean-cruising.net	X
http://i.imgur.com/xytex.jpg	http://i.imgur.com/xytex.jpg	X
humanism	humanism	NOUN
squatright	squatright	NOUN
ric	ric	PROPN
subordinate	subordinate	ADJ
!!!!!!!!!!!	!!!!!!!!!!!	PUNCT
genital	genitalia	NOUN
53,000	53,000	NUM
1953	1953	NUM
pre-eminent	pre-eminent	ADJ
chairperson	chairpersons	NOUN
conte	conte	PROPN
jeopardise	jeopardised	VERB
blaze	blazes	NOUN
nest	nests	NOUN
kindig	kindig	PROPN
11:16:00	11:16:00	NUM
script	scripts	NOUN
populaire	populaire	PROPN
ntu	ntu	PROPN
spar	spar	PROPN
ski	skiing	VERB
icy-wet	icy-wet	ADJ
brag	bragging	VERB
indie	indie	ADJ
snbehnke	snbehnke	PROPN
extrapolation	extrapolation	NOUN
cifuentes	cifuentes	PROPN
ha[[y	ha[[y	ADJ
athenians	athenians	PROPN
desisted	desisted	ADJ
crystallize	crystallizes	VERB
evacuate	evacuates	VERB
white-blond	white-blond	ADJ
rewind	rewinding	VERB
kiddie	kiddies	NOUN
icu	icu	NOUN
amiriya	amiriya	PROPN
rout	routed	VERB
sry	sry	INTJ
cunclude	cunclude	VERB
moron	moron	NOUN
crusade	crusades	PROPN
plac	plac	PROPN
survive	survives	VERB
trifurcation	trifurcation	NOUN
caracalla	caracalla	PROPN
westjet	westjet	PROPN
shareef	shareef	PROPN
victrola	victrola	PROPN
dunny	dunny	NOUN
frolick	frolicking	VERB
sweetheart	sweetheart	NOUN
lng	lng	PROPN
divorced	divorced	ADJ
people	pwople	NOUN
contraption	contraptions	NOUN
mayfield	mayfield	PROPN
astros	astros	PROPN
kaufman@ect	kaufman@ect	X
a4-0072/97	a4-0072/97	NUM
cgy	cgy	PROPN
reemploy	reemploy	VERB
historicism	historicism	PROPN
lander	landers	NOUN
shōwa	shōwa	PROPN
mixture	mixtures	NOUN
savier	savier	PROPN
ortiz	ortiz	PROPN
orphan	orphan	NOUN
akma	akma	PROPN
eccp	eccp	PROPN
liken	likened	VERB
good-natured	good-natured	ADJ
lb	lb	PROPN
hawk	hawk	PROPN
emit	emitting	VERB
amyntas	amyntas	PROPN
leninism	leninism	NOUN
sponsor	sponsoring	VERB
hunch	hunched	VERB
vigilant	vigilant	ADJ
appetit	appetit	INTJ
fire	oil-fired	ADJ
firewall	firewall	NOUN
slouch	slouched	VERB
stranglehold	stranglehold	NOUN
affirmative	affirmative	ADJ
encounter	encountered	VERB
unprincipled	unprincipled	ADJ
deutsche	deutsche	PROPN
counsellor	counsellors	NOUN
02/22/2001	02/22/2001	NUM
solar-system	solar-system	NOUN
milf	milf	PROPN
successive	successive	ADJ
lurch	lurch	VERB
manage	manged	VERB
carton	carton	NOUN
suicidal	suicidal	ADJ
company	company's	NOUN
tempest	tempest	PROPN
albanian	albanian	ADJ
96/96/ec	96/96/ec	NUM
identifier	identifier	PROPN
gaul	gaul	PROPN
xp	xp	PROPN
donovan	donovan	PROPN
complacent	complacent	ADJ
emigrate	emigrate	VERB
gass	gass	PROPN
conqueror	conquerors	NOUN
pian	pian	PROPN
canibal	canibal	PROPN
duck	ducks	NOUN
spraying	spraying	NOUN
mere	merest	ADJ
taciturn	taciturn	ADJ
burma	burma	PROPN
transcaucasus	transcaucasus	PROPN
reposted	reposted	VERB
tinkerer	tinkerer	NOUN
triviality	triviality	NOUN
sprit	sprits	NOUN
runtime	runtime	NOUN
dash	dash	VERB
worsen	worsening	VERB
garde	garde	NOUN
aquasafe	aquasafe	NOUN
allot	allot	VERB
396	396	NUM
ideal	ideals	NOUN
http://explorer.msn.com	http://explorer.msn.com	X
black	blacked	VERB
begetter	begetter	NOUN
underwater	underwater	ADJ
1350	1350s	NOUN
werner	werner	PROPN
kaiser	kaiser	PROPN
clerical	clerical	ADJ
luxerious	luxerious	ADJ
laplace	laplace	PROPN
hau	hau	PROPN
midwest	midwest	PROPN
throat	throats	NOUN
one-sided	one-sided	ADJ
salafi	salafi	PROPN
casnondelibreaten	casnondelibreaten	X
paglia	paglia	PROPN
hyundai	hyundai	PROPN
bunched	bunched	ADJ
coleslaw	coleslaw	NOUN
armchair	armchair	NOUN
statehood	statehood	NOUN
astonishment	astonishment	NOUN
cripple	cripple	VERB
1750	1750	NUM
siu-lai	siu-lai	PROPN
enraging	enraging	ADJ
www.flag.govt.nz	www.flag.govt.nz	PROPN
michelin-rated	michelin-rated	VERB
buta-wood	buta-wood	NOUN
whir	whirred	VERB
spadework	spadework	NOUN
12:48	12:48	NUM
heh	heh	INTJ
decca	decca	PROPN
deafness	deafness	NOUN
talmadge	talmadge	PROPN
stefania	stefania	PROPN
imperfection	imperfection	NOUN
fluctuation	fluctuation	NOUN
taonga	taonga	X
conjointly	conjointly	ADV
http://www.ontario.ca/en/information_bundle/birthcertificates/119274.html	http://www.ontario.ca/en/information_bundle/birthcertificates/119274.html	X
boxer	boxer	PROPN
freckle	freckled	ADJ
gnaw	gnawed	VERB
ding	dings	NOUN
poetical	poetically	ADV
amy.cornell@compaq.com	amy.cornell@compaq.com	X
amen	amen	INTJ
sadat	sadats	PROPN
116th	116th	ADJ
idelogical	idelogical	ADJ
tortilla	tortillas	NOUN
forty-five	forty-five	NOUN
rocca	rocca	PROPN
implicate	implicate	VERB
make-believe	make-believe	NOUN
quartos	quartos	NOUN
simulator	simulators	NOUN
cbc.ca	cbc.ca	PROPN
khalil	khalil	PROPN
filippini	filippini	PROPN
gracefully	gracefully	ADV
neurology	neurology	NOUN
vengeance	vengeance	NOUN
119th	119th	ADJ
contemplate	contemplating	VERB
because	beacuse	SCONJ
sulphuric	sulphuric	ADJ
brim	brim	NOUN
doberman	doberman	NOUN
nah	nah	INTJ
inquire	inquire	VERB
lace	laced	VERB
signer	signers	NOUN
backdate	backdated	VERB
orissa	orissa	PROPN
10.99	10.99	NUM
rehabilitation	rehabilitation	PROPN
deinivel	deinivel	PROPN
quixotic	quixotic	ADJ
kitty	kitties	NOUN
rigger	rigger	NOUN
forecaster	forecasters	NOUN
vom	vom	NOUN
mammoth	mammoth	ADJ
titular	titular	ADJ
liechtenstein	liechtenstein	PROPN
grand	gran'	ADJ
mcbride	mcbride	PROPN
monti	monti	PROPN
shamin	shamin	PROPN
resonate	resonated	VERB
grimace	grimace	NOUN
hilla	hilla	PROPN
slate	slated	VERB
http://www.adiccp.org/home/default.asp	http://www.adiccp.org/home/default.asp	X
robbrnglsn@aol.com	robbrnglsn@aol.com	X
stub	stub	NOUN
nine-hour	nine-hour	NOUN
burnt-out	burnt-out	ADJ
anti-indian	anti-indian	ADJ
daring	daring	VERB
malady	maladies	NOUN
yah	yah	X
lowly	lowly	ADJ
savagely	savagely	ADV
misstate	misstated	VERB
stumble	stumble	VERB
garcia@enron	garcia@enron	X
wendi	wendi	PROPN
advocacy	advocacy	NOUN
intern	interns	NOUN
decentralize	decentralized	VERB
http://www.guardian.co.uk/obituaries/story/0,3604,1371372,00.html	http://www.guardian.co.uk/obituaries/story/0,3604,1371372,00.html	X
superdistinguished	superdistinguished	ADJ
glitch	glitch	NOUN
benioff	benioff	PROPN
mohaqeq	mohaqeq	PROPN
jai	jai	PROPN
www.facebook.com	www.facebook.com	PROPN
http://www.bigeye.com/111003.htm	http://www.bigeye.com/111003.htm	X
gaudí	gaudí	PROPN
kit	kit	NOUN
bullish	bullish	ADJ
unapologetic	unapologetic	ADJ
haddock	haddock	NOUN
36.2	36.2	NUM
sponsor	sponsors	VERB
inaccurate	inaccurate	ADJ
rebuild	rebuilt	VERB
irrepressible	irrepressible	ADJ
.324	.324	NUM
unconsciousness	unconsciousness	NOUN
levis	levis	PROPN
discourteous	discourteous	ADJ
develope	develope	VERB
macadam	macadam	NOUN
mystics	mystics	PROPN
l.p.	l.p.	PROPN
topless	topless	ADJ
effigy	effigy	NOUN
4489109	4,489,109	NUM
doorway	doorways	NOUN
piloting	piloting	NOUN
vanves	vanves	PROPN
brownian	brownian	ADJ
airless	airless	ADJ
delinquent	delinquent	ADJ
charity	charities	NOUN
whdh	whdh	PROPN
postseason	postseason	NOUN
caffeine	caffeine	NOUN
relocate	relocating	VERB
gtc	gtcs	NOUN
wa.	wa.	PROPN
10:53	10:53	NUM
lyme	lyme	PROPN
indiscreet	indiscreet	ADJ
deportation	deportation	NOUN
hindsight	hindsight	NOUN
nang	nang	PROPN
www.norcalfightingalliance.com	www.norcalfightingalliance.com	X
custodian	custodians	NOUN
mumble	mumble	VERB
overstatement	overstatements	NOUN
b-29	b-29s	PROPN
648	648	NUM
prow	prow	NOUN
poke	poked	VERB
www.risk-conferences.com/risk2001aus	www.risk-conferences.com/risk2001aus	X
zd	zd	PROPN
get-a-free-house.com	get-a-free-house.com	X
1555	1555	NUM
sigh	sighing	VERB
imagery	imagery	NOUN
evaporation	evaporation	NOUN
tasking	tasking	NOUN
proxy	proxies	NOUN
raiser	raiser	NOUN
pirate	pirate	NOUN
margarita	margaritas	NOUN
crespo	crespo	PROPN
reinvestment	reinvestment	PROPN
garlic-salted	garlic-salted	VERB
conundrum	conundrum	NOUN
indescribable	indescribable	ADJ
abstention	abstentions	NOUN
oppositon	oppositon	NOUN
jostle	jostling	VERB
particularize	particularized	ADJ
shamrock	shamrocks	NOUN
4/14/00	4/14/00	NUM
fucking	fcking	ADV
eighty	eighties	NOUN
shave	shaved	VERB
gower	gower	PROPN
pashtuns	pashtuns	PROPN
dos	dos	PROPN
gallop	gallop	PROPN
205	205	NUM
semi	semi	X
0417	0417	NUM
zócalo	zócalo	X
whorl	whorls	NOUN
aquirium	aquiriums	NOUN
smell	smelling	VERB
mingle	mingled	VERB
inappropriately	inappropriately	ADV
dismissal	dismissal	NOUN
flotsam	flotsam	NOUN
flick	flick	NOUN
7979	7979	NUM
1669	1669	NUM
spaciously	spaciously	ADV
airpart	airpart	NOUN
creational	creational	ADJ
sog	sogged	ADJ
reinvigorate	reinvigorate	VERB
----------------------------------------------------------------	----------------------------------------------------------------	PUNCT
austerlitz	austerlitz	PROPN
petén	petén	PROPN
entrenchment	entrenchment	NOUN
1632	1632	NUM
fodder	fodder	NOUN
convene	convened	VERB
isner	isner	PROPN
underwrite	underwrite	VERB
bantu	bantu	PROPN
websphere	websphere	PROPN
de'	de'	PROPN
northumberland	northumberland	PROPN
bodhi	bodhi	PROPN
contentious	contentious	ADJ
alphabet	alphabets	NOUN
e500'	e500's	NOUN
ipa	ipa	NOUN
blackbayou	blackbayou	PROPN
lung-bin	lung-bin	PROPN
pepco	pepco	PROPN
heineken	heineken	PROPN
seal	seals	NOUN
neglect	neglects	VERB
favourite	favourites	NOUN
light	lighted	VERB
scowl	scowl	NOUN
exhaust	exhaust	NOUN
voice	voiced	VERB
shoddy	shoddy	ADJ
leli	leli	PROPN
manju	manju	PROPN
buster	buster	NOUN
eesi	eesi	NOUN
stow	stowed	VERB
hearsay	hearsay	ADJ
inclose	inclosed	VERB
op.	op.	PROPN
chambermaid	chambermaid	PROPN
dalmatia	dalmatia	PROPN
excite	excites	VERB
pre-exist	pre-existing	VERB
puk	puk	PROPN
nude	nude	ADJ
sly	sly	ADJ
abide	abiding	VERB
mak	mak	PROPN
3	3s	NOUN
kessler	kessler	PROPN
preside	presided	VERB
purport	purporting	VERB
salah	salah	PROPN
convulse	convulsed	VERB
discord	discord	NOUN
//	//	SYM
revel	revelled	VERB
532-3836	532-3836	NUM
socio-political	socio-political	ADJ
underside	underside	NOUN
foot-warmer	foot-warmer	NOUN
citral	citral	NOUN
mmog	mmog	NOUN
inflate	inflated	VERB
apocalyptic	apocalyptic	ADJ
worrisome	worrisome	ADJ
wonderland	wonderland	PROPN
melanesians	melanesians	PROPN
unfiltered	unfiltered	ADJ
saffavid	saffavid	PROPN
veritable	veritable	ADJ
kamaow	kamaow	X
kolkata	kolkata	PROPN
blue-black	blue-black	ADJ
expressionless	expressionless	ADJ
generalization	generalizations	NOUN
two-dimensional	two-dimensional	ADJ
many-coloured	many-coloured	ADJ
khinssa	khinssa	X
culprit	culprit	NOUN
sec.	sec.	NOUN
spinoff	spinoff	NOUN
worship	worshiped	VERB
blade	blades	NOUN
extra-marital	extra-marital	ADJ
captivate	captivated	VERB
rubbishy	rubbishy	ADJ
acidity	acidity	NOUN
salafis	salafis	PROPN
subdue	subduing	VERB
nirmal	nirmal	PROPN
